1000 10000
396 32 0.33
201 72 0.55
18 622 0.21
218 950 0.32
308 820 0.92
260 695 0.62
782 596 0.68
639 99 0.43
254 455 0.03
662 958 0.96
828 402 0.49
22 473 0.40
520 579 0.81
645 804 0.93
334 351 0.58
23 880 0.09
832 981 0.95
638 297 0.90
582 129 0.97
107 291 0.71
92 405 0.96
419 255 0.01
371 214 0.44
963 506 0.56
728 661 0.47
340 603 0.90
15 945 0.69
949 563 0.77
241 710 0.97
225 429 0.86
106 504 0.97
513 168 0.63
234 309 0.22
883 160 0.09
21 113 0.78
121 733 0.43
582 562 0.39
512 352 0.34
954 61 0.79
936 704 0.27
438 346 0.63
239 53 0.67
190 491 0.94
689 312 0.01
21 339 0.44
497 783 0.90
152 269 0.88
820 836 0.15
324 523 0.68
532 48 0.21
91 768 0.32
399 123 0.36
437 308 0.64
612 486 0.01
691 977 0.26
123 147 0.12
967 900 0.06
159 859 0.57
143 70 0.04
330 603 0.79
702 243 0.83
406 924 0.63
856 575 0.60
434 493 0.62
180 249 0.97
843 779 0.43
489 878 0.74
787 83 0.75
0 623 0.04
32 48 0.06
344 450 0.73
161 668 0.95
415 983 0.11
658 412 0.85
666 947 0.88
494 520 0.30
460 424 0.03
13 824 0.36
456 875 0.50
967 456 0.70
847 534 0.34
424 88 0.87
166 361 0.16
776 141 0.41
667 436 0.56
209 906 0.59
190 611 0.85
527 928 0.37
736 657 0.92
3 28 0.98
260 629 0.48
559 115 0.91
326 242 0.05
53 858 0.42
131 992 0.40
188 247 0.75
723 890 0.49
745 726 0.55
965 985 0.50
257 778 0.28
535 91 0.47
59 130 0.22
103 117 0.78
405 483 0.52
407 565 0.57
92 121 0.34
609 65 0.93
244 428 0.69
561 422 0.82
563 560 0.76
528 169 0.81
582 380 0.81
879 714 0.48
254 221 0.02
110 525 0.77
140 694 0.03
659 670 0.83
54 84 0.98
326 713 0.43
129 131 0.75
438 439 0.18
115 38 0.71
48 477 0.97
836 14 0.70
660 316 0.44
662 390 0.96
632 235 0.41
725 786 0.17
894 367 0.75
180 665 0.48
988 752 0.04
836 300 0.99
910 559 0.09
622 373 0.55
91 255 0.52
812 309 0.33
433 924 0.93
133 15 0.08
996 57 0.07
209 409 0.80
670 318 0.59
303 435 0.57
233 531 0.67
238 860 0.87
493 993 0.72
312 990 0.38
189 296 0.50
868 243 0.80
372 994 0.17
302 761 0.97
731 685 0.23
551 510 0.64
277 965 0.23
539 542 0.75
497 375 0.74
117 518 0.63
368 484 0.16
900 69 0.32
807 801 0.40
888 795 0.53
674 630 0.92
344 77 0.42
364 112 0.62
147 746 0.81
222 82 0.67
408 810 0.11
61 48 0.37
217 370 0.12
87 796 0.57
592 418 0.54
496 279 0.98
368 194 0.18
297 202 0.84
433 314 0.02
162 856 0.49
537 956 0.87
353 227 0.71
563 80 0.46
875 162 0.99
753 578 0.15
827 967 0.17
59 305 0.79
701 994 0.25
723 790 0.94
596 8 0.03
412 979 0.28
589 833 0.84
387 759 0.87
672 583 0.99
340 701 0.94
822 713 0.71
550 600 0.34
997 637 0.79
871 148 0.97
965 223 0.89
909 951 0.59
287 999 0.89
326 523 0.02
914 783 0.08
2 885 0.92
628 447 0.25
576 274 0.91
11 993 1.00
49 182 0.46
241 654 0.62
814 895 0.19
626 571 0.19
327 984 0.50
609 335 0.90
607 844 0.23
318 741 0.25
380 934 0.79
271 817 0.91
370 204 0.41
941 665 0.10
640 140 0.31
592 661 0.12
650 125 0.01
289 195 0.43
553 782 0.47
312 156 0.80
81 289 0.65
464 439 0.98
119 233 0.26
673 165 0.30
275 129 0.85
740 75 0.24
462 977 0.59
372 855 0.08
963 812 0.09
275 238 0.07
755 398 0.17
132 173 0.17
26 680 0.34
829 683 0.11
424 724 0.15
544 293 0.12
372 966 0.98
605 964 0.11
218 492 0.12
973 588 0.64
29 468 0.53
515 629 0.65
368 0 0.55
477 738 0.90
387 134 0.41
922 529 0.26
744 699 0.00
675 891 0.40
765 859 0.03
394 962 0.63
531 255 0.49
700 670 0.16
984 121 0.80
141 28 0.89
895 877 0.94
255 386 0.73
572 320 0.04
830 920 0.33
834 455 0.34
175 333 0.17
804 307 0.04
914 431 1.00
37 172 0.27
169 380 0.01
836 748 0.80
671 557 0.74
912 148 0.86
754 769 0.82
849 879 0.37
336 838 0.95
334 721 0.62
672 756 0.88
504 252 0.04
527 702 0.03
732 956 0.56
55 137 0.51
885 202 0.35
836 898 0.47
693 775 0.15
984 693 0.15
93 999 0.94
754 995 0.33
663 319 0.51
741 523 0.68
188 925 0.89
82 120 0.84
814 953 0.28
225 279 0.82
232 533 0.52
763 787 0.20
943 543 0.43
344 643 0.70
605 76 0.02
520 646 0.15
82 11 0.71
698 193 0.97
941 475 0.11
48 22 0.96
394 110 0.42
659 726 0.30
988 922 0.31
937 920 0.66
592 595 0.91
681 806 0.72
902 462 0.44
797 700 0.56
51 774 0.77
99 562 0.99
688 213 0.87
665 715 0.55
725 955 0.60
82 591 0.70
377 805 0.56
446 180 0.19
29 116 0.12
703 20 0.92
464 403 0.15
172 604 0.62
122 595 0.53
781 842 0.26
213 376 0.07
372 772 0.84
786 992 0.82
787 457 0.52
184 114 0.17
76 0 0.51
648 897 0.01
540 663 0.63
703 101 0.06
160 235 0.35
507 132 0.01
90 356 0.46
180 230 0.38
683 249 0.80
242 363 0.30
481 545 0.95
298 169 0.55
284 68 0.29
985 497 0.26
655 119 0.06
159 900 0.30
130 638 0.71
649 138 0.64
977 629 0.21
48 783 0.69
967 86 0.00
971 19 0.24
960 288 0.29
545 986 0.10
982 369 0.21
507 595 0.96
326 501 0.19
681 138 0.64
667 427 0.73
460 619 0.19
373 902 0.70
467 193 0.26
800 264 0.04
840 805 0.77
641 820 0.11
202 62 0.57
3 35 0.24
98 511 0.13
13 70 0.47
268 389 0.41
933 437 0.09
40 60 0.92
330 218 0.94
278 106 0.36
999 180 0.50
13 471 0.49
948 726 0.37
58 704 0.54
279 372 0.73
727 814 0.42
468 435 0.07
239 624 0.40
495 986 0.47
908 475 0.00
474 547 0.40
400 834 0.15
628 320 0.99
222 753 0.05
334 463 0.25
400 721 0.03
23 593 0.44
158 936 0.88
729 876 0.29
451 190 0.40
871 898 0.39
31 331 0.09
295 198 0.75
349 948 0.22
485 212 0.95
968 242 0.49
143 163 0.28
475 883 0.79
39 82 0.90
314 447 0.61
959 13 0.73
544 528 0.81
545 457 0.04
104 7 0.44
73 780 0.47
81 361 0.16
172 576 0.09
673 109 0.02
298 250 0.53
27 424 0.63
942 835 0.26
190 36 0.33
925 399 0.57
553 608 0.04
790 887 0.10
497 330 0.70
8 427 0.48
136 96 0.94
744 981 0.55
874 940 0.49
506 488 0.75
472 184 0.92
435 44 0.33
331 207 0.55
504 521 0.46
963 514 0.17
397 472 0.06
236 192 0.70
610 853 0.67
40 875 0.92
44 915 1.00
675 819 0.77
880 499 0.20
771 356 0.57
654 179 0.51
583 251 0.03
434 46 0.48
342 687 0.93
14 701 0.35
144 231 0.37
182 547 0.31
193 558 0.93
840 575 0.50
602 898 0.76
933 314 0.24
6 652 0.10
16 176 0.94
732 868 0.47
642 412 0.55
418 764 0.87
754 984 0.29
130 168 0.57
336 925 0.86
387 555 0.16
837 47 0.09
72 871 0.57
609 64 0.19
390 265 0.71
673 739 0.31
104 536 0.40
451 269 0.91
694 347 0.15
876 602 0.12
551 710 0.14
34 319 0.64
162 360 0.81
954 252 0.25
276 480 0.75
34 174 0.99
769 33 0.29
241 626 0.37
239 219 0.15
348 306 0.89
647 192 0.89
225 569 0.40
29 873 0.55
67 458 0.45
257 358 0.88
77 93 0.11
422 664 0.96
409 547 0.14
836 414 0.39
727 231 0.89
157 197 0.06
487 814 0.15
695 325 0.86
256 186 0.07
574 622 0.79
369 359 0.58
812 423 0.39
601 652 0.75
142 730 0.93
479 895 0.69
25 540 0.56
446 76 0.99
216 605 0.52
234 746 0.63
91 879 0.60
915 199 0.78
902 835 0.34
280 462 0.28
748 715 0.83
693 70 0.14
551 104 0.85
631 286 0.25
655 62 0.96
423 586 0.92
498 521 0.16
808 558 0.52
661 762 0.31
773 976 0.31
403 742 0.95
838 766 0.25
347 837 0.13
882 754 0.11
402 338 0.72
244 559 0.82
338 596 0.99
959 586 0.43
321 802 0.34
602 725 0.73
400 191 0.24
369 542 0.77
114 987 0.08
338 487 0.07
653 924 0.42
84 7 0.55
749 755 0.95
92 538 0.16
678 305 0.09
917 999 0.51
926 783 0.35
586 464 0.85
330 274 0.78
5 826 0.45
909 212 0.22
205 631 0.95
44 443 0.33
151 369 0.80
233 374 0.67
405 6 0.73
577 605 0.83
651 498 0.08
615 61 0.81
656 76 0.97
415 189 0.24
534 45 0.34
37 715 0.78
292 904 0.02
956 503 0.73
119 823 0.43
10 345 0.60
690 295 0.82
396 606 0.85
770 335 0.81
257 416 0.79
21 71 0.88
685 96 0.08
318 539 0.10
45 193 0.79
599 766 0.32
414 14 0.06
290 40 0.43
239 255 0.35
992 434 0.38
78 187 0.99
815 966 0.57
430 756 0.95
822 10 0.80
418 196 0.65
115 434 0.52
507 300 0.79
560 500 0.91
85 455 0.30
470 3 0.15
403 70 0.37
479 851 0.60
601 537 0.10
198 761 0.29
385 704 0.10
5 23 0.80
498 843 0.30
463 751 0.64
462 982 0.34
947 690 0.61
511 723 0.00
42 44 0.97
223 239 0.43
62 43 0.98
817 854 0.32
251 254 0.75
237 447 0.52
916 622 0.48
222 301 0.03
496 199 0.21
61 881 0.57
657 906 0.88
786 46 0.45
50 373 0.28
454 211 0.96
112 6 0.40
113 467 0.01
810 331 0.60
334 901 0.11
227 343 0.73
544 115 0.92
744 715 0.23
784 674 0.83
654 248 0.22
52 650 0.20
256 927 0.93
297 293 0.53
580 820 0.68
814 258 0.03
959 767 0.00
210 766 0.20
657 69 0.05
322 656 0.86
348 656 0.66
790 379 0.13
443 908 0.75
13 434 0.86
253 557 0.03
370 843 0.78
965 912 0.05
1 475 0.91
419 116 0.56
185 678 0.01
883 571 0.11
922 69 0.23
957 748 0.96
374 582 0.15
965 33 0.89
73 505 0.56
36 203 0.15
970 841 0.87
148 397 0.46
934 740 0.41
847 13 0.55
816 351 0.77
559 761 0.69
193 816 0.02
34 500 0.89
167 560 0.39
663 687 0.57
6 886 0.23
79 292 0.26
618 214 0.40
746 35 0.40
874 124 0.62
638 237 0.78
984 980 0.99
694 259 0.23
46 663 0.28
759 811 0.79
280 987 0.98
926 438 0.24
195 200 0.52
766 177 0.23
769 105 0.90
163 806 0.61
138 104 0.60
506 942 0.94
552 534 0.51
81 98 0.05
998 503 0.17
12 656 0.12
342 395 0.29
915 801 0.54
21 686 0.40
538 632 1.00
656 899 0.35
806 405 0.65
399 97 0.56
256 273 0.86
259 978 0.94
540 609 0.09
134 278 0.26
906 375 0.28
941 926 0.13
618 573 0.91
891 287 0.03
621 283 0.52
697 443 0.43
460 311 0.26
51 370 0.09
368 478 0.38
520 299 0.45
449 179 0.12
360 626 0.19
477 709 0.43
403 542 0.79
264 376 0.07
344 6 0.52
294 660 0.18
409 462 0.65
192 970 0.90
444 97 0.60
230 534 0.76
339 781 0.88
657 144 0.10
456 559 0.66
308 528 0.08
170 529 0.62
691 81 0.04
13 69 0.52
822 997 0.77
896 871 0.15
947 251 0.57
588 767 0.65
559 462 0.24
67 772 0.76
374 640 0.44
123 896 0.07
496 574 0.84
211 37 0.66
671 657 0.92
141 370 0.57
14 960 0.00
418 729 0.84
851 117 0.78
409 10 0.77
396 256 0.17
953 709 0.77
211 259 0.04
712 828 0.00
33 615 0.81
34 280 0.20
239 337 0.78
443 340 0.99
927 238 0.70
385 211 0.24
25 884 0.41
318 723 0.52
390 76 0.66
67 465 0.74
586 575 0.86
841 762 0.05
354 799 0.74
872 704 0.42
10 115 0.10
48 386 0.13
0 37 0.19
823 687 0.39
350 723 0.83
276 146 1.00
722 318 0.37
753 476 0.08
399 212 0.35
555 354 0.39
211 812 0.55
802 473 0.13
517 802 0.76
25 688 0.49
9 27 0.36
691 979 0.58
764 43 0.27
472 923 0.20
592 124 0.21
699 688 0.74
96 875 0.09
284 58 0.82
583 694 0.25
414 685 0.23
364 872 0.75
38 233 0.69
460 347 0.08
99 493 0.12
118 283 0.90
298 138 0.96
319 528 0.47
764 265 0.66
198 483 0.72
271 349 0.80
238 928 0.19
498 629 0.65
246 511 0.76
13 822 0.37
421 465 0.64
23 381 0.89
869 979 0.15
330 29 0.22
244 635 0.43
154 367 0.78
66 563 0.92
204 645 0.18
231 220 0.94
128 765 0.39
116 300 0.11
704 32 0.39
280 552 0.89
211 80 0.14
286 514 0.44
931 843 0.13
771 146 0.60
279 411 0.92
120 918 0.60
230 495 0.49
858 908 0.19
1 259 0.22
828 432 0.52
482 756 0.48
176 823 0.88
728 708 0.83
103 196 0.87
927 428 0.22
92 123 0.55
7 386 0.86
907 176 0.93
871 195 0.43
909 994 0.08
73 258 0.94
440 635 0.29
354 961 0.22
99 798 0.15
578 801 0.57
427 791 0.39
690 659 0.02
985 801 0.78
124 699 0.08
730 612 0.16
388 650 0.92
124 298 0.23
361 168 0.08
141 858 0.53
721 952 0.38
168 840 0.47
525 948 0.50
30 82 0.12
507 259 0.95
16 652 0.74
0 1 0.16
24 135 0.46
189 723 0.31
985 620 0.01
696 761 0.20
733 674 0.17
474 235 0.05
646 27 0.53
891 342 0.73
284 376 0.20
838 819 0.50
265 12 0.94
798 998 0.51
894 591 0.32
532 214 0.64
536 145 0.47
256 473 0.98
590 324 0.78
207 864 0.06
446 476 0.61
564 295 0.09
678 795 0.77
133 158 0.21
282 760 0.85
346 707 0.32
950 975 0.86
424 649 0.08
99 9 0.77
670 478 0.59
804 980 0.08
142 23 0.05
459 945 0.34
278 471 0.51
886 888 0.05
632 903 0.24
13 858 0.70
105 777 0.99
89 396 0.44
326 419 0.91
762 941 0.75
209 859 0.79
969 717 0.22
839 227 0.12
714 776 0.88
382 922 0.75
645 422 0.88
867 234 0.57
909 497 0.11
107 161 0.90
306 6 0.22
162 854 0.89
2 271 0.98
790 348 0.62
117 120 0.11
62 731 0.55
601 267 0.40
982 920 0.71
822 941 0.66
126 494 0.34
453 70 0.34
990 375 0.33
46 47 0.24
563 963 0.34
126 377 0.94
749 532 0.63
23 837 0.90
387 761 0.62
541 776 0.99
12 218 0.98
127 785 0.21
832 799 0.56
561 375 0.88
64 649 0.59
653 351 0.76
31 95 0.27
141 523 0.11
969 154 0.44
756 246 0.40
296 588 0.34
442 122 0.05
443 303 0.03
426 647 0.95
393 598 0.65
569 973 0.27
399 584 0.93
1 9 0.39
715 891 0.45
958 761 0.11
964 42 0.51
12 399 1.00
729 939 0.61
73 655 0.11
128 180 0.46
864 142 0.57
383 942 0.42
185 837 0.67
441 179 0.62
409 653 0.74
618 405 0.49
332 771 0.14
155 794 0.69
85 597 0.17
285 403 0.93
270 505 0.60
475 781 0.54
975 968 0.39
670 126 0.60
600 982 0.07
565 844 0.98
86 865 0.49
945 557 0.20
15 431 0.26
30 473 0.75
272 913 0.98
76 143 0.95
704 948 0.49
315 789 0.88
375 157 0.31
15 476 0.94
734 988 0.16
575 52 0.88
8 262 0.68
651 748 0.47
411 835 0.98
910 299 0.77
358 804 0.84
930 445 0.64
203 229 0.02
661 571 0.09
118 464 0.78
561 767 0.08
302 539 0.41
502 947 0.16
270 53 0.69
826 749 0.76
612 158 0.54
504 723 0.09
636 772 0.35
29 466 0.23
786 47 0.52
606 436 0.97
956 643 0.11
99 178 0.21
759 206 0.05
100 601 0.67
620 272 0.88
801 426 0.33
434 149 0.86
183 562 0.76
991 395 0.97
922 654 0.14
886 247 0.90
490 652 0.03
679 542 0.29
23 26 0.08
154 423 0.94
395 915 0.22
420 38 0.72
594 665 0.66
849 988 0.71
795 466 0.50
135 589 1.00
279 253 1.00
541 714 0.03
763 582 0.23
28 547 0.31
605 311 0.95
681 479 0.28
19 800 0.31
956 199 0.82
79 912 0.09
118 702 0.60
583 480 0.91
699 303 0.04
899 289 0.17
738 267 0.37
215 449 0.42
774 590 0.94
67 726 0.27
715 918 0.13
97 339 0.84
427 718 0.84
229 374 0.09
548 254 0.38
894 120 0.49
793 354 0.33
115 480 0.36
870 336 0.11
765 102 0.49
785 774 0.28
860 350 0.74
128 15 0.51
310 827 0.71
579 510 0.96
677 853 0.35
676 632 0.26
916 463 0.07
665 713 0.76
428 609 0.41
229 778 0.50
603 21 0.62
55 898 0.06
426 78 0.23
389 90 0.36
997 309 0.11
268 797 0.76
927 734 0.91
677 695 0.41
735 385 0.56
392 65 0.38
583 717 0.33
520 349 0.79
268 579 0.55
911 923 0.40
437 608 0.98
592 191 0.52
792 529 0.56
556 538 0.46
481 656 0.63
14 26 0.65
805 309 0.24
271 489 0.11
56 268 0.31
204 956 0.58
117 365 0.84
226 68 0.98
961 31 0.05
578 145 0.25
174 732 0.04
632 959 0.01
196 892 0.88
303 56 0.26
74 400 0.42
937 22 0.77
705 18 0.42
562 701 0.04
65 371 0.04
191 791 0.10
13 243 0.52
527 841 0.41
415 675 0.45
622 585 0.77
326 122 0.18
571 713 1.00
643 324 0.04
274 737 0.48
3 37 0.93
496 337 0.07
387 386 0.69
301 312 0.34
141 143 0.97
397 229 0.76
149 644 0.19
887 556 0.09
999 182 0.74
303 655 0.75
839 969 0.75
509 422 0.30
734 161 0.29
918 440 0.39
296 855 0.74
496 575 0.46
477 136 0.57
956 235 0.32
141 369 0.34
182 359 0.29
515 188 0.97
183 986 0.05
168 273 0.46
245 269 0.42
45 981 0.31
28 805 0.87
693 793 0.37
858 856 0.21
927 459 0.96
505 688 0.33
418 841 0.50
718 452 0.31
811 674 0.76
139 225 0.66
567 225 0.55
452 120 0.65
167 727 0.12
629 856 0.49
585 386 0.86
54 79 0.21
426 494 0.25
923 862 0.69
245 976 0.54
73 583 0.49
592 561 0.56
720 518 0.47
612 572 0.37
689 317 0.71
637 95 0.23
660 138 0.44
56 910 0.43
950 420 0.80
495 265 0.99
686 610 0.40
29 933 0.71
237 834 0.11
897 345 0.29
517 912 0.95
94 725 0.17
647 269 0.01
150 815 0.37
155 627 0.44
651 854 0.80
854 307 0.90
674 173 0.92
103 837 0.46
768 170 0.94
185 456 0.30
739 913 0.54
242 171 0.88
846 919 0.18
423 834 0.91
388 235 0.17
725 718 0.58
707 463 0.34
234 775 0.97
717 858 0.31
422 62 0.51
479 59 0.48
522 856 0.94
597 388 1.00
65 140 0.34
967 167 0.15
682 21 0.61
170 321 0.26
578 66 0.04
339 714 0.70
763 194 0.51
32 162 0.16
408 977 0.48
425 917 0.95
653 741 0.75
249 313 0.39
711 51 0.97
469 452 0.13
87 885 0.23
259 26 0.59
503 741 0.82
678 267 0.98
690 253 0.96
876 144 0.38
914 501 0.38
239 688 0.74
477 123 0.85
45 936 0.57
763 767 0.68
639 0 0.17
197 253 0.29
804 43 0.76
912 109 0.16
55 243 0.71
480 47 0.42
262 427 0.29
174 295 0.57
20 649 0.18
962 878 0.03
724 881 0.34
104 538 0.39
141 631 0.47
327 864 0.93
920 262 0.64
59 978 0.72
542 925 0.20
146 946 0.10
382 356 0.55
629 941 0.14
634 981 0.01
889 528 0.20
444 799 0.59
341 693 0.78
854 514 0.55
641 109 0.80
474 470 0.86
258 983 0.60
907 494 0.76
964 213 0.02
569 259 0.47
0 2 0.95
897 308 0.13
20 205 0.23
225 793 0.66
25 625 0.70
760 658 0.43
66 287 0.65
54 484 0.85
399 43 0.39
333 275 0.81
930 295 0.23
180 442 0.43
536 146 0.56
424 620 0.49
702 259 0.45
160 166 0.21
640 368 0.16
566 498 0.36
734 624 0.62
731 305 1.00
588 158 0.75
57 802 0.50
772 341 0.30
518 369 0.39
911 930 0.40
424 650 0.98
5 467 0.77
43 672 0.49
312 831 0.96
866 378 0.48
630 451 0.42
403 744 0.51
354 70 0.79
52 769 0.04
576 907 0.58
259 489 1.00
838 271 0.98
929 545 0.70
515 824 0.88
701 29 0.97
83 346 0.66
255 120 0.11
183 719 0.93
130 505 0.77
250 344 0.76
970 113 0.27
862 419 0.82
115 602 0.69
520 800 0.87
757 151 0.12
978 676 0.76
32 650 0.54
1 509 0.11
295 759 0.11
174 208 0.43
33 972 0.06
344 571 0.44
474 630 0.84
954 444 0.43
220 150 0.61
111 639 0.90
664 730 0.55
171 570 0.38
7 336 0.55
317 728 0.22
49 90 0.00
415 191 0.33
236 904 0.60
774 498 0.41
903 154 0.86
837 402 0.27
533 873 0.90
96 138 0.57
521 849 0.31
323 933 0.68
129 236 0.81
390 21 0.73
965 399 0.31
822 8 0.19
290 409 0.59
642 930 0.47
989 537 0.24
555 399 0.83
849 238 0.74
320 988 0.51
817 392 0.21
659 413 0.11
732 317 0.62
807 301 0.36
890 869 0.79
319 919 0.46
581 576 0.56
0 157 0.30
988 582 0.21
811 199 0.22
764 253 0.41
734 989 0.80
327 281 0.08
716 376 0.32
539 721 0.61
276 937 0.24
613 960 0.53
373 619 0.11
65 810 0.75
946 757 0.23
428 668 0.37
674 836 0.04
15 76 0.14
143 443 0.88
220 798 0.28
242 322 0.50
397 316 0.28
933 858 0.45
402 146 0.17
207 613 0.98
598 94 0.19
188 374 0.00
207 522 0.83
795 774 0.67
469 267 0.03
437 813 0.99
634 149 0.80
924 465 0.18
246 87 0.78
696 304 0.26
515 788 0.11
862 125 0.79
348 739 0.85
277 553 0.13
994 45 0.51
494 801 0.72
101 789 0.63
28 397 0.04
654 361 0.88
714 188 0.85
416 599 0.77
805 195 0.16
329 154 0.29
456 644 0.67
114 844 0.15
151 433 0.03
465 970 0.97
201 80 0.41
308 860 0.46
1 424 0.73
188 186 0.30
303 603 0.14
269 663 0.37
642 467 0.05
383 265 0.51
301 6 0.79
858 837 0.19
917 332 0.34
225 276 0.09
283 948 0.73
304 133 0.53
31 50 0.51
709 42 0.89
770 446 0.09
194 716 0.99
11 14 0.42
128 226 0.02
606 589 0.45
552 762 0.28
846 508 0.41
168 739 0.61
78 106 0.32
137 628 0.51
858 534 0.03
950 46 0.35
21 458 0.04
807 320 0.36
6 33 0.86
119 424 0.41
945 767 0.30
160 913 0.20
180 348 0.57
807 209 0.64
501 792 0.93
744 335 0.48
856 777 0.41
820 876 0.06
893 370 0.37
901 429 0.32
649 348 0.14
975 860 0.28
212 988 0.71
798 831 0.66
929 60 0.82
837 859 0.92
142 771 0.37
696 801 0.40
403 469 0.08
941 813 0.84
198 618 0.12
791 515 0.53
282 561 0.62
247 219 0.47
670 388 0.72
216 309 0.82
658 436 0.53
234 962 0.55
659 117 0.53
42 145 0.14
167 442 0.40
174 626 0.41
325 526 0.22
382 753 0.01
482 59 0.77
597 178 0.65
52 761 0.52
135 658 0.28
840 808 0.39
731 805 0.77
74 480 0.60
681 24 0.12
313 892 0.38
121 75 0.64
653 930 0.10
732 637 0.84
567 572 0.20
550 298 0.06
623 864 0.15
680 960 0.43
847 348 0.95
411 392 0.33
356 949 0.50
710 44 0.44
734 166 0.80
222 986 0.53
922 52 0.96
407 700 0.20
373 342 0.52
857 537 0.11
418 727 0.60
348 916 0.78
23 908 0.96
758 939 0.49
196 320 0.48
489 218 0.09
15 780 0.77
913 616 0.10
490 165 0.09
617 726 0.26
816 381 0.21
54 989 0.72
438 60 0.58
634 591 0.72
505 913 0.18
710 744 0.55
107 581 0.53
110 484 0.79
1 112 0.95
236 871 0.18
383 912 0.05
515 490 0.87
408 110 0.63
500 668 0.55
86 605 0.00
894 484 0.74
272 685 0.06
58 242 0.23
920 201 0.16
133 740 0.83
337 73 0.70
634 801 0.51
998 262 0.25
142 594 0.49
128 492 0.92
691 823 0.18
673 768 0.65
216 725 0.33
163 546 0.67
898 691 0.28
501 764 0.08
946 859 0.21
73 817 0.02
132 322 0.25
85 366 0.80
394 581 0.67
750 112 0.54
273 668 0.16
130 831 0.17
624 559 0.25
930 482 0.33
56 459 0.45
352 866 0.90
369 132 0.14
616 131 0.40
265 321 0.94
998 989 0.86
640 691 0.85
69 604 0.99
914 65 0.86
563 346 0.97
52 733 0.88
914 208 0.51
2 438 0.53
131 198 0.18
815 112 0.59
696 488 0.88
974 659 0.97
581 467 0.67
553 178 0.07
438 988 0.64
143 804 0.82
675 739 0.98
239 544 0.96
899 491 0.52
917 674 0.17
934 576 0.87
685 454 0.40
758 772 0.57
374 541 0.18
20 539 0.86
936 868 0.67
496 939 0.40
617 545 0.53
561 329 0.35
192 404 0.86
779 286 0.25
620 940 0.53
590 748 0.01
497 739 0.59
690 318 0.82
780 188 0.82
103 343 0.47
146 800 0.21
953 592 0.59
185 958 0.08
278 689 0.04
7 13 0.33
79 286 0.94
727 386 0.97
68 13 0.74
505 941 0.27
417 275 0.34
343 405 0.57
897 105 0.38
521 645 0.34
712 56 0.93
675 140 0.29
385 430 0.99
354 801 0.40
673 947 0.57
854 626 0.85
543 397 0.10
911 489 0.71
935 471 0.38
370 55 0.05
669 295 0.40
94 694 0.75
846 833 0.22
315 779 0.41
392 316 0.98
247 460 0.43
90 57 0.36
273 751 0.97
39 448 0.58
904 343 0.01
378 508 0.01
982 240 0.24
731 304 0.73
532 327 0.27
610 675 0.58
955 840 0.79
815 464 0.28
873 583 0.11
342 770 0.59
952 50 0.46
787 115 0.23
863 420 0.28
194 269 0.50
251 324 0.77
731 734 0.53
381 985 0.95
421 98 0.73
701 314 0.62
499 894 0.90
22 639 0.14
28 132 0.39
122 219 0.66
490 519 0.12
883 996 0.70
259 488 0.41
541 450 0.04
302 334 0.58
568 352 0.80
843 230 0.62
518 946 0.84
499 924 0.27
616 556 0.47
155 184 0.50
212 63 0.88
896 946 0.01
363 61 0.95
383 54 0.75
259 134 0.69
408 716 0.88
478 286 0.86
979 279 0.38
586 479 0.64
273 486 0.14
79 958 0.26
387 362 0.37
487 421 0.08
718 611 0.85
760 277 0.16
580 512 0.56
693 815 0.06
451 460 0.72
897 826 0.83
954 445 0.43
262 404 0.22
872 862 0.62
11 916 0.77
874 244 0.95
386 464 0.05
225 376 0.42
315 506 0.97
617 686 0.88
121 447 0.52
656 478 0.94
768 696 0.94
452 177 0.34
107 636 0.24
879 746 0.82
632 45 0.36
850 28 0.17
11 114 0.36
784 434 0.55
0 449 0.23
479 553 0.64
78 190 0.08
190 468 0.31
65 749 0.68
209 61 0.58
215 99 0.04
73 542 0.49
664 151 0.58
55 666 0.70
208 243 0.54
617 89 0.20
944 135 0.20
251 695 0.07
494 25 0.03
547 755 0.20
507 414 0.15
366 471 0.71
369 401 0.96
720 237 0.83
156 273 0.97
289 176 0.97
808 832 0.91
221 821 0.64
151 558 0.95
856 588 0.62
468 658 0.32
489 921 0.60
697 412 0.50
717 865 0.04
111 502 0.26
333 536 0.92
652 928 0.05
270 59 0.34
99 39 0.37
28 121 0.88
484 619 0.54
731 570 0.39
770 678 0.12
787 252 0.81
364 961 0.38
790 685 0.99
493 739 0.74
507 986 0.32
777 310 0.44
133 402 0.03
69 532 0.19
52 742 0.73
821 549 0.25
587 91 0.80
330 960 0.02
554 160 0.03
636 996 0.20
89 287 0.57
326 28 0.99
809 118 0.24
350 406 0.73
443 784 0.38
13 94 0.76
495 748 0.89
706 521 0.69
121 31 0.23
302 68 0.42
250 381 0.51
288 658 0.99
335 4 0.04
547 484 0.98
326 841 0.63
55 133 0.60
951 350 0.41
957 745 0.55
776 566 0.38
10 518 0.63
340 733 0.09
948 796 0.95
490 78 0.76
491 923 0.71
202 730 0.26
497 730 0.26
186 199 0.63
922 243 0.66
63 543 0.20
689 164 0.53
234 75 0.56
328 12 0.25
254 142 0.32
681 520 0.74
827 50 0.07
582 440 0.96
879 270 0.02
422 965 0.26
180 575 0.23
440 676 0.07
320 906 0.89
580 56 0.00
186 379 0.04
168 770 0.45
684 14 0.13
741 459 0.73
223 520 0.73
814 633 0.72
768 81 0.82
508 98 0.82
436 967 0.91
